"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","rapeseed_HgHa","AET_mean","rapeseed_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"16546","China",57795,40.7776,107.91,0.492300444010565,2.47921871845872,2.25080360716556,6.95136909386879,2.99627669770714,57795
"16548","Canada",57797,51.3591,-110.381,0.333928756966384,2.48672979020775,1.96461864664713,5.43420630841758,4.37324138608759,57797
"16552","Canada",57801,54.6099,-96.0075,0.0303715922921436,2.65068904603952,1.67392872503011,5.43420630841758,4.37324138608759,57801
"16554","Canada",57804,52.47,-101.397,0.245628154309103,2.51503761492935,2.03207064770418,5.43420630841758,4.37324138608759,57804
"16560","Canada",57811,51.3591,-113.076,0.367057001020939,2.39979214557096,2.03431140500139,5.43420630841758,4.37324138608759,57811
"16563","China",57814,34.1508,120.177,0.453448814162978,2.83728774272836,2.45289239082333,6.95136909386879,2.99627669770714,57814
"16567","China",57821,39.3978,106.113,0.234390945172167,2.43808536275165,2.26759293550945,6.95136909386879,2.99627669770714,57821
"16568","Russian Federation",57823,58.0981,32.4516,0.183547137458245,2.58575271253459,1.30720775684531,5.32502074550366,3.33487843404016,57823
"16569","Canada",57824,55.1279,-98.7025,0.00849601928924617,2.57357605411898,1.44747369056551,5.43420630841758,4.37324138608759,57824
"16572","Spain",57828,40.0912,-2.58272,0.422755850749051,2.45453635413798,2.23391095207487,5.40708143378234,4.21334781739129,57828
"16575","Ukraine",57832,48.4596,39.6381,0.286306735174235,2.82560383021465,1.37444132196664,5.28195781643865,2.91918067636586,57832
"16578","Tunisia",57837,35.0911,9.09538,0.0153597558284173,1.89552777853414,1.71169813785453,3.81484666860446,3.37144277430214,57837
"16585","Russian Federation",57845,58.5705,97.1303,0.0905466080009193,2.36471846322032,1.23301619109521,5.32502074550366,3.33487843404016,57845
"16589","China",57850,35.2141,119.289,0.5092445684723,2.78115105549774,2.37626659807043,6.95136909386879,2.99627669770714,57850
"16594","Russian Federation",57856,51.3591,45.9263,0.274446507628272,2.29765631387033,1.26237557169522,5.32502074550366,3.33487843404016,57856
"16596","China",57859,23.3024,107.91,0.282939800307809,2.95360150969068,2.33958796143552,6.95136909386879,2.99627669770714,57859
"16605","China",57869,34.3494,110.605,0.333193113483373,2.78737612421372,2.39291491983384,6.95136909386879,2.99627669770714,57869
"16606","Afghanistan",57870,37.2755,66.5876,0.0656108308320263,2.19947438256332,1.72603080724634,0,2.26964184190232,57870
"16607","Canada",57871,55.1279,-113.076,0.202055092835363,2.53838819036656,2.03366207513125,5.43420630841758,4.37324138608759,57871
"16608","Turkey",57872,39.3978,35.1465,0.495544353364202,2.70263821689761,1.749705996583,5.33782451404581,3.5953428256262,57872
"16611","China",57876,30.5421,100.724,0.370133386180755,2.5861986982141,2.21239577925676,6.95136909386879,2.99627669770714,57876
"16617","Kazakhstan",57883,48.4596,61.1977,0.0106453950604422,1.9690940441797,0.708890271123516,4.50851625226694,3.17598650936112,57883
"16622","Nepal",57890,28.1817,87.2488,0.334384218657564,2.7874520401968,2.15670574168132,2.89376176205794,2.36517910349145,57890
"16624","Japan",57892,27.7399,128.953,0.211298566838074,3.06236706659037,2.36447449782147,5.72928874039045,4.53949600698066,57892
"16631","Russian Federation",57899,55.6394,70.1808,0.278753595467004,2.21547389953274,1.25610328498998,5.32502074550366,3.33487843404016,57899
"16641","France",57912,49.0522,-0.787857,0.596158991873724,2.79567936829432,2.40040845569117,5.83682522770016,4.39150652613484,57912
"16647","India",57919,23.3024,84.5539,0.197775275995585,2.81301873583608,1.66946484273738,5.50520154772776,2.65874601931954,57919
"16144","Russian Federation",57301,56.1441,99.8252,0.0606978388430222,2.26870609302014,1.23509889026002,5.32502074550366,3.33487843404016,57301
"16151","Brazil",57308,-7.64738,-56.4816,0.081762240671638,2.94641132282043,1.84100226168819,5.98977763964001,3.58078294659351,57308
"16178","Canada",57338,59.0367,-123.855,0.0139985308089032,2.4387777208571,2.04793251774807,5.43420630841758,4.37324138608759,57338
"16194","Brazil",57358,-3.14718,-63.6682,0.0275194872658632,2.95139631056515,1.9784139159897,5.98977763964001,3.58078294659351,57358
"16211","Brazil",57383,-1.33998,-64.5665,0.00470939000403854,2.97753716695346,2.01094634046746,5.98977763964001,3.58078294659351,57383
"16217","Brazil",57390,-8.54258,-41.2103,0.358799811505004,2.625091866286,1.98574680887845,5.98977763964001,3.58078294659351,57390
"16226","Mexico",57400,27.3827,-100.499,0.363611969175787,2.51658258753455,1.97302251341752,5.19781516944518,3.82053390533369,57400
"16268","Brazil",57456,-4.95121,-55.5833,0.151151542642433,2.96074816804509,1.83858918006623,5.98977763964001,3.58078294659351,57456
"16290","Brazil",57485,-8.54258,-71.753,0.02993690277081,2.89310922289406,1.83289662944855,5.98977763964001,3.58078294659351,57485
"16291","Brazil",57486,-5.85147,-38.5153,0.408086794194541,2.78699212325316,2.04429076460009,5.98977763964001,3.58078294659351,57486
"16298","Brazil",57493,-4.12411,-38.5811,0.389211157538404,2.79599581379024,2.03517520827364,5.98977763964001,3.58078294659351,57493
"16329","China",57531,40.0912,92.6387,0.00770836590801289,1.64097805735833,2.21342454022537,6.95136909386879,2.99627669770714,57531
"16404","Brazil",57615,3.17995,-61.8715,0.154783504083706,2.99756969439347,2.03276017400135,5.98977763964001,3.58078294659351,57615
"16419","China",57635,37.2755,85.4522,0.126656275431615,1.82138093961299,2.33426503715119,6.95136909386879,2.99627669770714,57635
"16431","Russian Federation",57649,56.6424,88.1471,0.0182248197492447,2.23847922511055,1.24684190551658,5.32502074550366,3.33487843404016,57649
"16439","Brazil",57657,2.27666,-68.1597,0.00470939000403854,2.98618369561166,1.89058314805741,5.98977763964001,3.58078294659351,57657
"16454","Russian Federation",57677,54.6099,89.9438,0.0687158107276149,2.10948614067019,1.21856902100687,5.32502074550366,3.33487843404016,57677
"16477","Brazil",57709,-4.95121,-59.1766,0.0799756312118984,2.94136795734579,2.01600456640277,5.98977763964001,3.58078294659351,57709
"16493","Brazil",57728,-8.54258,-68.1597,0.0441654544408024,2.88792860454571,2.01409216654464,5.98977763964001,3.58078294659351,57728
"16536","China",57783,51.3591,123.181,0.00565838840502632,2.46879114042722,2.21467831217306,6.95136909386879,2.99627669770714,57783
"16549","Mexico",57798,15.912,-96.8189,0.312417973783833,2.90904316636042,1.93009090669232,5.19781516944518,3.82053390533369,57798
"16559","Russian Federation",57810,60.8392,52.2145,0.0116857582098952,2.49698727360628,1.26145476194611,5.32502074550366,3.33487843404016,57810
"16584","Brazil",57844,-3.14718,-51.0917,0.126451608820386,2.93687761638903,1.84313243700489,5.98977763964001,3.58078294659351,57844
"16592","Brazil",57853,1.37279,-69.9564,0.00559881594778499,2.96958091602987,1.94086071257435,5.98977763964001,3.58078294659351,57853
"16628","Brazil",57896,1.37279,-63.6682,0.0756575416804839,2.98482857899952,1.97745388040149,5.98977763964001,3.58078294659351,57896
"16642","China",57913,30.5421,82.7572,0.029404821787115,2.63638639147661,2.09029608784192,6.95136909386879,2.99627669770714,57913
"16667","Algeria",57942,35.0911,2.80717,0.00675119964554302,1.99069818637822,1.27080192639823,4.24440083380137,3.24133383890853,57942
"16670","India",57946,24.1295,73.7741,0.282238717670067,2.70376973942681,1.91406119478892,5.50520154772776,2.65874601931954,57946
"16673","India",57949,28.9746,76.469,0.35965223855101,2.57342075849012,1.93345188133239,5.50520154772776,2.65874601931954,57949
"16675","China",57951,41.457,120.486,0.294808624060678,2.53494729367706,2.3374699264338,6.95136909386879,2.99627669770714,57951
"16676","India",57953,11.2468,78.2657,0.0848509839881684,2.79965433936025,1.873343735607,5.50520154772776,2.65874601931954,57953
"16694","Russian Federation",57972,53.0152,115.995,0.0314084634436344,2.22664592793189,1.23133378743826,5.32502074550366,3.33487843404016,57972
"16695","Russian Federation",57974,57.1341,59.401,0.106724992729855,2.32674416141057,1.27351342517262,5.32502074550366,3.33487843404016,57974
"16696","Italy",57975,46.013,11.7903,0.249865129577707,2.70319922661944,2.04864961656216,5.76804136889562,4.34930177402526,57975
"16706","China",57987,24.9512,113.3,0.258396873463479,2.89841335787785,2.38790285820689,6.95136909386879,2.99627669770714,57987
"16710","China",57990,37.9899,110.605,0.301901762789832,2.58358332926854,2.35702916159672,6.95136909386879,2.99627669770714,57990
"16719","Afghanistan",58002,32.0845,68.3842,0.00682245942824866,2.20320616342471,1.5396351226951,0,2.26964184190232,58002
"16722","China",58008,31.3165,89.9438,0.0300450600250548,2.34983235923119,1.62196318693919,6.95136909386879,2.99627669770714,58008
"16731","Bosnia and Herzegovina",58017,44.7469,18.0785,0.527516221721062,2.56391877551889,1.55324148658349,0,3.16927450599899,58017
"16732","Mexico",58019,32.0845,-115.77,0.159656510663808,2.08963180479888,1.92393943339883,5.19781516944518,3.82053390533369,58019
"16733","China",58020,37.9899,115.097,0.439418569363085,2.63152228093778,2.36354288679255,6.95136909386879,2.99627669770714,58020
"16742","Russian Federation",58029,58.0981,97.1303,0.0912328780866106,2.31995452687303,1.23385782117843,5.32502074550366,3.33487843404016,58029
"16748","United States",58035,41.457,-122.059,0.238382460942956,2.55079597270973,2.39771330772667,6.47257508985315,4.55253120853509,58035
"16749","Afghanistan",58037,36.5542,71.9774,0.0803676016462131,2.63212574430612,2.06802047133456,0,2.26964184190232,58037
"16750","Kazakhstan",58040,44.1032,80.9606,0.370273104007071,1.68325615464961,2.38712716714379,4.50851625226694,3.17598650936112,58040
"16751","Mongolia",58041,50.2203,115.097,0.113943349634255,2.26183616682585,1.07889599209747,2.91009054559407,2.71731170571189,58041
"16753","China",58044,38.6973,77.3673,0.439156493562543,1.25028927610004,2.33078379631573,6.95136909386879,2.99627669770714,58044
"16756","China",58047,46.013,125.876,0.333047855753425,2.71073170724601,2.22325115029138,6.95136909386879,2.99627669770714,58047
"16765","India",58057,17.3749,76.469,0.108082371833625,2.70841078223026,1.86703006793153,5.50520154772776,2.65874601931954,58057
"16766","China",58060,27.3827,109.707,0.323233277791702,2.84423857219778,2.42058347169927,6.95136909386879,2.99627669770714,58060
"16769","Mexico",58063,22.4701,-102.296,0.35746231477668,2.65440862171687,1.97193054304085,5.19781516944518,3.82053390533369,58063
"16770","China",58065,35.0911,104.317,0.397891014711526,2.62841021843967,2.30995362294397,6.95136909386879,2.99627669770714,58065
"16775","United States",58070,46.6353,-99.6008,0.336627400790806,2.62263027524236,2.32427717889643,6.47257508985315,4.55253120853509,58070
"16781","Canada",58078,57.1341,-112.177,0.0428944375647292,2.43211948334256,1.95835159010137,5.43420630841758,4.37324138608759,58078
"16792","Kazakhstan",58091,43.4523,68.3842,0.222716475568545,2.43092311863451,0.678431420664597,4.50851625226694,3.17598650936112,58091
"16797","United States",58097,44.7469,-102.296,0.276272915546834,2.50974641028797,2.31678428931905,6.47257508985315,4.55253120853509,58097
"16798","Russian Federation",58098,57.6193,29.7566,0.212758164166113,2.60403309337436,1.31466437330811,5.32502074550366,3.33487843404016,58098
"16799","Germany",58099,52.47,10.892,0.652403584493858,2.50036554652152,2.51975503063509,5.36638186074997,4.41865905031594,58099
"16801","Russian Federation",58101,57.1341,90.8421,0.124550797485788,2.0483053600449,1.2420095471576,5.32502074550366,3.33487843404016,58101
"16803","Canada",58104,44.7469,-80.7362,0.293509795139948,2.76184285325244,1.72763945552331,5.43420630841758,4.37324138608759,58104
"16804","Russian Federation",58105,50.7932,45.028,0.278753595467004,2.38059883161057,1.30108275988957,5.32502074550366,3.33487843404016,58105
"16806","Algeria",58107,35.826,6.40043,0.2878017294825,1.77203340890722,1.27752727136245,4.24440083380137,3.24133383890853,58107
"16809","China",58110,28.1817,106.113,0.302994489152631,2.81922655899535,2.35869762454563,6.95136909386879,2.99627669770714,58110
"16812","China",58114,47.2505,88.1471,0.180886213893134,2.14225162270661,2.33443471255034,6.95136909386879,2.99627669770714,58114
"16824","Canada",58127,54.6099,-105.889,0.0323289994572396,2.39344984761692,1.65205140533906,5.43420630841758,4.37324138608759,58127
"16825","Kazakhstan",58128,43.4523,80.9606,0.234057876697689,1.51172424963348,2.28907657418846,4.50851625226694,3.17598650936112,58128
"16827","India",58130,31.3165,75.5707,0.306526637354949,2.4726432825833,1.95200941527731,5.50520154772776,2.65874601931954,58130
"16828","United States",58131,47.2505,-98.7025,0.407887486494059,2.65843162489387,2.3298372019499,6.47257508985315,4.55253120853509,58131
"16830","Russian Federation",58133,55.1279,91.7404,0.183269839695839,2.02185352737247,1.19738400440109,5.32502074550366,3.33487843404016,58133
"16831","Ukraine",58134,50.7932,27.96,0.290034608689937,2.57052904130212,1.40464215991815,5.28195781643865,2.91918067636586,58134
"16835","China",58138,35.826,91.7404,0.117583282168878,2.29585496355023,2.14924240315151,6.95136909386879,2.99627669770714,58138
"16837","Canada",58141,48.4527,-69.1308,0.182350265359679,2.6985044393529,1.60244901850554,5.43420630841758,4.37324138608759,58141
"16839","China",58144,40.7776,119.588,0.304852170959533,2.63797788145263,2.34224546377332,6.95136909386879,2.99627669770714,58144
"16847","Russian Federation",58154,59.4966,37.8415,0.217483939739357,2.56959682480208,1.2914646311304,5.32502074550366,3.33487843404016,58154
"16849","China",58156,24.9512,105.215,0.22733937650422,2.83876853347299,2.33270981321641,6.95136909386879,2.99627669770714,58156
"16851","China",58158,40.0912,116.893,0.0805424395610116,2.60942923718306,1.90292469693685,6.95136909386879,2.99627669770714,58158
"16852","Russian Federation",58160,60.8392,36.9432,0.157607849736253,2.58385298954004,1.26802024163705,5.32502074550366,3.33487843404016,58160
"16853","Ethiopia",58161,5.88412,36.9432,0.014422081355528,2.93951182412269,0.950523327705917,3.63648789635337,2.09437779351545,58161
"16861","Japan",58170,32.1051,131.181,0.408844223811806,2.97584467886866,2.47994452532171,5.72928874039045,4.53949600698066,58170
"16864","Kazakhstan",58173,50.2203,77.3673,0.0557778277166853,2.35952493517513,0.679141829768113,4.50851625226694,3.17598650936112,58173
"16876","Japan",58185,35.2024,139.175,0.325566970501335,2.92146970756462,2.43718608120235,5.72928874039045,4.53949600698066,58185
"16879","Austria",58188,47.8586,16.2819,0.424752201997651,2.68737234154715,2.44379431575008,4.3730775921749,4.43130692560771,58188
"16883","India",58192,20.7904,78.2657,0.0936051939444792,2.77137528574931,1.86908494518303,5.50520154772776,2.65874601931954,58192
"16885","Belarus",58194,51.918,27.0617,0.246773208595198,2.60886336453723,1.70835934715101,4.53504081325116,3.15253405831716,58194
"16894","Russian Federation",58206,57.6193,43.2314,0.17089006151878,2.50842550137843,1.26727352495798,5.32502074550366,3.33487843404016,58206
"16897","China",58210,35.0911,94.4353,0.0800527174340128,2.3529630867103,1.78045391962492,6.95136909386879,2.99627669770714,58210
"16898","Morocco",58211,34.9437,-2.61996,0.224204485593369,2.27938807077586,1.49998471833421,4.97335418216401,3.16095306782485,58211
"16905","Mexico",58219,31.3165,-108.584,0.22247801313158,2.59445174675667,1.87636925221846,5.19781516944518,3.82053390533369,58219
"16906","Pakistan",58220,35.0911,72.8758,0.192791205919541,2.64783396147724,2.26966843583207,5.06566932773143,2.7175806602292,58220
"16908","China",58223,47.8586,125.876,0.343979620568622,2.66455243952785,2.22139004396618,6.95136909386879,2.99627669770714,58223
"16909","China",58224,43.4523,116.893,0.178165576316146,2.53452469597471,2.21146262627417,6.95136909386879,2.99627669770714,58224
"16910","Mexico",58228,28.9746,-109.482,0.356083818246195,2.58714949825434,1.96784526938052,5.19781516944518,3.82053390533369,58228
"16912","China",58230,28.9746,92.6387,0.375553440780757,2.62601634683232,2.21566811258521,6.95136909386879,2.99627669770714,58230
"16915","Romania",58233,47.2505,24.3667,0.0378788871364028,2.6649607976947,1.18506629731509,4.8616001175705,3.27944081689166,58233
"16918","Russian Federation",58236,58.5705,36.9432,0.243038043722929,2.57632077879023,1.28558687467969,5.32502074550366,3.33487843404016,58236
"16920","China",58240,42.1292,95.3336,0.0173251960923133,1.96795449126658,2.33397961119634,6.95136909386879,2.99627669770714,58240
"16922","China",58242,42.1292,108.808,0.412030708675518,2.42890577684018,2.21160082510367,6.95136909386879,2.99627669770714,58242
"16927","China",58248,46.6353,124.978,0.287666590491161,2.67679155977878,2.22232404901362,6.95136909386879,2.99627669770714,58248
"16932","Russian Federation",58253,53.5535,126.775,0.195306484784492,2.57417600843291,1.23499080158137,5.32502074550366,3.33487843404016,58253
"16935","Kazakhstan",58258,49.0536,74.6724,0.12091651855097,2.3784357561486,0.6772078912101,4.50851625226694,3.17598650936112,58258
"16936","Morocco",58259,34.0954,-6.70589,0.212520523084951,2.50006322966289,1.49556078145575,4.97335418216401,3.16095306782485,58259
"16937","India",58260,27.3827,80.9606,0.212621541610525,2.70920179421016,2.09393029944774,5.50520154772776,2.65874601931954,58260
"16943","Mexico",58266,32.0845,-108.584,0.0047153563941459,2.45333199350041,1.68865844308143,5.19781516944518,3.82053390533369,58266
"16952","Mongolia",58278,49.6405,111.503,0.158550943452192,2.03476210612558,1.20950110965837,2.91009054559407,2.71731170571189,58278
"16954","Kazakhstan",58280,44.1032,71.0791,0.197816397466762,2.41791138014069,0.672220639190894,4.50851625226694,3.17598650936112,58280
"16961","Russian Federation",58289,55.6394,89.9438,0.273827707362197,2.0658596939894,1.24283083384339,5.32502074550366,3.33487843404016,58289
"16967","Pakistan",58295,32.846,71.9774,0.144486509251584,2.24574027199245,2.38101257078105,5.06566932773143,2.7175806602292,58295
"16968","China",58296,23.3024,115.097,0.234740035138264,2.92652924322722,2.32008150407581,6.95136909386879,2.99627669770714,58296
"16973","Russian Federation",58302,59.4966,69.2825,0.0116857582098952,2.32171429397175,1.24872016697285,5.32502074550366,3.33487843404016,58302
"16976","Algeria",58305,35.7517,0.18687,0.403568093054185,2.2217091324225,1.24941580838538,4.24440083380137,3.24133383890853,58305
"16981","Mexico",58310,16.5103,-93.3126,0.363611969175787,2.96004727384052,1.97150687124543,5.19781516944518,3.82053390533369,58310
"16982","Turkey",58312,40.0912,40.5364,0.492849260463368,2.46452325685626,1.69794600590191,5.33782451404581,3.5953428256262,58312
"16984","Ukraine",58314,50.2203,27.0617,0.231898121893337,2.59571924310943,1.40796672375162,5.28195781643865,2.91918067636586,58314
"16988","Italy",58318,40.6694,8.42489,0.0906164442143076,2.76530480546821,2.21609702563999,5.76804136889562,4.34930177402526,58318
"16995","Kazakhstan",58326,42.1292,69.2825,0.219182175607173,2.53044364962284,0.705290401044093,4.50851625226694,3.17598650936112,58326
"16996","Russian Federation",58327,58.5705,93.537,0.0116857582098952,2.43721245620692,1.23701346066439,5.32502074550366,3.33487843404016,58327
"17003","China",58334,33.601,107.91,0.316165425950945,2.82409095131119,2.36564116854178,6.95136909386879,2.99627669770714,58334
"17007","India",58338,29.7614,96.232,0.440102330804623,2.74787862974229,2.21004311256352,5.50520154772776,2.65874601931954,58338
"17012","United States",58345,34.3644,-118.455,0.29273488486647,2.22736631632723,2.38136482265911,6.47257508985315,4.55253120853509,58345
"17017","India",58354,25.7674,89.9438,0.189418822438392,2.92451772555965,2.18603495746886,5.50520154772776,2.65874601931954,58354
"17018","China",58355,33.601,101.622,0.331008073569558,2.58628582995359,2.19849817262164,6.95136909386879,2.99627669770714,58355
"17019","Azerbaijan",58356,41.457,47.7229,0.208620479405338,2.36764428981313,1.20285712491262,3.01870049866624,2.82271620925066,58356
"17020","Azerbaijan",58356,41.457,47.7229,0.208620479405338,2.36764428981313,1.20285712491262,3.01870049866624,2.82271620925066,58356
"17024","Russian Federation",58361,57.1341,65.6892,0.271343652210553,2.12552967301158,1.26130409530322,5.32502074550366,3.33487843404016,58361
"17027","United Kingdom",58366,56.1475,-4.37413,0.427269357324544,2.68434300903067,2.43841679659348,5.3694440804306,4.4645225202218,58366
"17028","Russian Federation",58368,57.1341,49.5196,0.278753595467004,2.33326130041864,1.28349560232726,5.32502074550366,3.33487843404016,58368
"17034","China",58377,36.5542,94.4353,0.213092330303049,2.34491248849464,2.21360781608351,6.95136909386879,2.99627669770714,58377
"17037","Canada",58382,48.8834,-67.1713,0.264554276188754,2.65055034923941,1.73720113912387,5.43420630841758,4.37324138608759,58382
"17043","Hungary",58392,46.013,20.7735,0.259658864831166,2.64232906176347,1.70457690437163,4.61162773146829,3.74727443427803,58392
"17057","India",58411,22.4701,82.7572,0.1192746925679,2.84720714162614,1.98960197371408,5.50520154772776,2.65874601931954,58411
"17079","China",58439,40.0912,105.215,0.0504313375597556,2.28825455023122,2.21496758130838,6.95136909386879,2.99627669770714,58439
"17081","Russian Federation",58443,57.6193,85.4522,0.0701578524347097,2.51791817818558,1.24534388224928,5.32502074550366,3.33487843404016,58443
"17088","China",58450,29.7614,89.0454,0.489543934909429,2.35841644902697,2.21480125464629,6.95136909386879,2.99627669770714,58450
"17092","Mexico",58455,28.1817,-108.584,0.246539603683881,2.65526423938639,1.96796078573184,5.19781516944518,3.82053390533369,58455
"17106","Russian Federation",58473,59.9502,64.7909,0.0870988960948407,2.30005950473559,1.25201769173793,5.32502074550366,3.33487843404016,58473
"17108","China",58475,34.3494,108.808,0.414446982748365,2.77976178510255,2.35572454364032,6.95136909386879,2.99627669770714,58475
"17121","Canada",58489,47.2191,-69.8945,0.311226367503541,2.73179015377458,1.90458218558252,5.43420630841758,4.37324138608759,58489
"17126","Japan",58498,27.8356,128.94,0.243534101336292,3.06236706659037,2.33396899445332,5.72928874039045,4.53949600698066,58498
"17132","Turkey",58504,41.275,31.7415,0.39282254027272,2.52756852956514,1.65424636869839,5.33782451404581,3.5953428256262,58504
"17134","China",58506,27.3827,107.012,0.434406591909731,2.8452715754096,2.34096378121785,6.95136909386879,2.99627669770714,58506
"17144","Kazakhstan",58518,48.4596,80.9606,0.141687264399357,2.37527159246328,0.67141543046372,4.50851625226694,3.17598650936112,58518
"17146","United States",58522,47.2505,-94.2109,0.04127954105154,2.73020048199678,1.79949880151624,6.47257508985315,4.55253120853509,58522
"17150","China",58528,31.2698,121.33,0.430281045706783,2.88058903993474,2.41404622642752,6.95136909386879,2.99627669770714,58528
"17151","Belarus",58529,54.0851,28.8583,0.223844766446937,2.59858208708131,1.751613523014,4.53504081325116,3.15253405831716,58529
"17155","China",58533,44.1032,81.8589,0.352647241266736,1.73215433404239,2.36315285158464,6.95136909386879,2.99627669770714,58533
"16669","Brazil",57944,-2.24386,-66.3631,0.136940656520038,2.95408162985295,1.99052605486232,5.98977763964001,3.58078294659351,57944
"16684","Brazil",57962,-2.24386,-46.6002,0.243606401878657,2.95869752497823,1.83472374844666,5.98977763964001,3.58078294659351,57962
"16712","India",57992,27.3827,72.8758,0.268090037129048,2.3517859573121,2.019726520712,5.50520154772776,2.65874601931954,57992
"16721","Kazakhstan",58007,44.1032,63.8926,0.00268591170151646,2.01810086000719,0.663828741207123,4.50851625226694,3.17598650936112,58007
"16728","Brazil",58014,-6.75027,-53.7867,0.0533986034043371,2.94981096827085,1.84138655131327,5.98977763964001,3.58078294659351,58014
"16730","Pakistan",58016,35.0911,75.5707,0.0341568973578232,2.76560647280506,1.34621864263155,5.06566932773143,2.7175806602292,58016
"16746","Brazil",58033,-4.0497,-59.1766,0.232660883233713,2.94290525842054,2.01345586728555,5.98977763964001,3.58078294659351,58033
"16808","Brazil",58109,-5.85147,-36.7187,0.377425160065389,2.62352310015259,2.04472962903894,5.98977763964001,3.58078294659351,58109
"16817","Brazil",58119,-5.85147,-62.7698,0.0406517800258321,2.92951167477547,1.99909374676152,5.98977763964001,3.58078294659351,58119
"16832","Kazakhstan",58135,49.6405,66.5876,0.0119579079189632,2.08171583716415,0.703326606572191,4.50851625226694,3.17598650936112,58135
"16848","Brazil",58155,-0.435754,-53.7867,0.224780197771577,2.98674908087526,1.83383010536803,5.98977763964001,3.58078294659351,58155
"16877","Brazil",58186,-4.95121,-43.9052,0.345017101733473,2.89210620226279,2.05002378052803,5.98977763964001,3.58078294659351,58186
"16878","Mexico",58187,25.7935,-97.2703,0.182984960449269,2.69024883367722,1.82617893182939,5.19781516944518,3.82053390533369,58187
"16900","Brazil",58214,-4.0497,-47.4985,0.352919129379344,2.94367260887807,1.85940461660189,5.98977763964001,3.58078294659351,58214
"16901","Brazil",58215,2.27666,-63.6682,0.0275194872658632,2.9864304754304,0.314987666068882,5.98977763964001,3.58078294659351,58215
"16944","Brazil",58267,0.144155,-49.6333,0.300832551351933,2.97984092739482,1.73807322477994,5.98977763964001,3.58078294659351,58267
"16948","Brazil",58271,-1.61714,-44.9977,0.135169649463481,2.93761041988297,1.92421367627158,5.98977763964001,3.58078294659351,58271
"16964","Brazil",58292,-4.0497,-67.2614,0.0319411872034975,2.94061578596941,2.01088778295112,5.98977763964001,3.58078294659351,58292
"16974","Brazil",58303,-5.85147,-63.6682,0.0616932700818705,2.92921663364603,1.99433631105792,5.98977763964001,3.58078294659351,58303
"17015","Canada",58350,59.0367,-116.669,0.00656252192455292,2.48374856955437,1.96059324538914,5.43420630841758,4.37324138608759,58350
"17070","Brazil",58429,2.27666,-60.9732,0.212816245278588,2.97816012932415,2.04618239990428,5.98977763964001,3.58078294659351,58429
"17085","Kazakhstan",58447,51.918,74.6724,0.102162046035371,2.09744737833537,0.695874718612995,4.50851625226694,3.17598650936112,58447
"17090","Brazil",58452,-0.495335,-50.1929,0.285734083760341,2.97098161266357,1.80003765955788,5.98977763964001,3.58078294659351,58452
"17103","Brazil",58470,-3.14718,-60.0749,0.331385121340501,2.94147988198189,1.99995426716495,5.98977763964001,3.58078294659351,58470
"17114","Russian Federation",58481,60.3978,54.0111,0.0263289379048537,2.46971684715439,1.26195609530992,5.32502074550366,3.33487843404016,58481
"17118","China",58485,36.5542,86.3505,0.137869172831244,2.04754140888932,2.33427211514728,6.95136909386879,2.99627669770714,58485
"17152","Brazil",58530,-1.33998,-58.2783,0.0778219533262261,2.98412932242356,2.00526355565883,5.98977763964001,3.58078294659351,58530
"17157","Kazakhstan",58535,45.3835,82.7572,0.171781264884353,2.02227122466515,2.30755415417889,4.50851625226694,3.17598650936112,58535
"17158","Finland",58536,61.704,24.3667,0.129706631222702,2.59512864293063,2.0718757508442,3.96189547366785,4.4240457227584,58536
"17162","Ethiopia",58540,6.78286,37.8415,0.169682619462983,2.90084161474356,1.52321932662234,3.63648789635337,2.09437779351545,58540
"17163","Spain",58543,42.7943,-4.37935,0.278452198878687,2.53411680140064,2.27482724136834,5.40708143378234,4.21334781739129,58543
"17168","China",58548,31.3165,104.317,0.502537526277524,2.7808464393027,2.45806319559671,6.95136909386879,2.99627669770714,58548
"17176","Switzerland",58562,47.2505,10.892,0.313345264141128,2.67904916237981,2.44323852010515,4.0365889767554,4.61485920938652,58562
"17178","Mexico",58564,30.5421,-106.787,0.325335816310164,2.49894200442675,1.96867967866263,5.19781516944518,3.82053390533369,58564
"17182","Vietnam",58568,23.3024,106.113,0.177322389902355,2.9083014708941,2.22311999389207,5.15992795289598,2.59766308039662,58568
"17189","China",58576,29.7614,113.3,0.325271573620385,2.87508883674161,2.43810774848253,6.95136909386879,2.99627669770714,58576
"17192","Japan",58579,35.1261,136.638,0.350663279413045,2.94408297496117,2.46397415327843,5.72928874039045,4.53949600698066,58579
"17194","Kazakhstan",58584,42.7943,75.5707,0.239600675654087,1.95763293764041,1.23079680772107,4.50851625226694,3.17598650936112,58584
"17204","Mexico",58599,24.9512,-98.7025,0.363611969175787,2.70639516159613,1.97557132110097,5.19781516944518,3.82053390533369,58599
"17205","China",58600,26.5779,117.792,0.271338827844621,2.90693439368111,2.40755863179229,6.95136909386879,2.99627669770714,58600
"17207","Estonia",58602,58.4969,22.5935,0.275906435354802,2.59836704945378,1.85230826612362,3.27438879555038,3.67411922620111,58602
"17217","Russian Federation",58613,56.1441,42.333,0.248323640139582,2.50400132863882,1.30897355325263,5.32502074550366,3.33487843404016,58613
