Microp_Field_ID,Family,Database,Taxon,G_Taxon,Database.1,common.name,wild.cultivated,Herbaceous.woody,Reference,Notes,Root_Trait_Count,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal.colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration,,Growth.direction..orthotropic.plagiotropic.ageotropic.,Phyllotaxis..spiral.opposite.,Branching.type..monoopdial.sympodial.,Branching.position..acrotony.mesotony.basitony.,Flowering.of.each.axis..terminal.lateral.none.,Meristem.functioning.for.each.axis..indeterminate.determinate.,Branching.mechanism..continuous.rhythmic.diffuse.absent.,Short.shoots,Number.of.axes.orders,Number.of.types.of.axes,Reiteration,Basal.branching
1919,Malvaceae,Guillame,Hibiscus sabdariffa var. altissima,Hibiscus sabdariffa var. altissima,MICROP,Roselle wild relative 1,Wild,Herbaceous,Tanmoy et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
894,Cucurbitaceae,Guillame,Hodgsonia heteroclita,Hodgsonia heteroclita,MICROP,Heterosonia wild relative 1,Wild,,Chomicki et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
893,Cucurbitaceae,Guillame,Hodgsonia macrocarpa,Hodgsonia macrocarpa,MICROP,Heterosonia,Cultivated,,Chomicki et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1417,Gramineae,Guillame,Hordeum bulbosum,Hordeum bulbosum,MICROP,Barley wild relative 1,wild,Graminoid,Blattner 2004,,2,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1418,Gramineae,Guillame,Hordeum murinum,Hordeum murinum,MICROP,Barley wild relative 2,wild,Graminoid,Blattner 2004,,2,Groot,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,NA,,
1416,Gramineae,Guillame,Hordeum vulgare,Hordeum vulgare,MICROP,Barley,cultivated,Graminoid,Blattner 2004,,6,Groot,,,,0.747,,,,,,,,0.5582,,,,,,,,10.043,,,50,,,,,,,0.041,,,,,,,56.512,,,Orthotropic,Distichous,Monopodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,Present,
758,Caricaceae,Guillame,Horovitzia cnidoscoloides,Horovitzia cnidoscoloides,MICROP,Papaya wild relative 2,Wild,Woody,Carvalho & Renner 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2623,Saururaceae ,Guillame,Houttuynia cordata ,Houttuynia cordata ,MICROP,Heart leaved houttuynia ,Cultivated,Herbaceous,Meng et al. 2002,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2284,Rhamnaceae,Guillame,Hovenia acerba,Hovenia acerba,MICROP,Chinese raisin tree wild relative 2,Wild,,Li et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2282,Rhamnaceae,Guillame,Hovenia dulcis,Hovenia dulcis,MICROP,Chinese raisin tree,Cultivated,,Li et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2283,Rhamnaceae,Guillame,Hovenia trichocarpa,Hovenia trichocarpa,MICROP,Chinese raisin tree wild relative 1,Wild,,Li et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
738,Cannabaceae,Guillame,Humulus lupulus ,Humulus lupulus ,MICROP,Hops,Cultivated,Herbaceous,Yang et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
740,Cannabaceae,Guillame,Humulus scandens ,Humulus scandens ,MICROP,Hops wild relative 2,Wild,Herbaceous,Yang et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
742,Cannabaceae,Guillame,Humulus scandens ,Humulus scandens ,MICROP,Cannabis wild relative 1,Wild,Herbaceous,Yang et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
739,Cannabaceae,Guillame,Humulus yunnanensis,Humulus yunnanensis,MICROP,Hops wild relative 1,Wild,Herbaceous,Yang et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1687,Hydroleaceae,Guillame,Hydrolea ovata ,Hydrolea ovata ,MICROP,Ceylon hydrolea wild relative 1,Wild,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1688,Hydroleaceae,Guillame,Hydrolea quadrivalvis,Hydrolea quadrivalvis,MICROP,Ceylon hydrolea wild relative 2,Wild,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1686,Hydroleaceae,Guillame,Hydrolea zeylanica ,Hydrolea zeylanica ,MICROP,Ceylon hydrolea,Cultivated,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
667,Cactaceae,Guillame,Hylocereus trigonus,Hylocereus trigonus,MICROP,Dragon fruit wild relative 1,Wild,Woody,Arrias et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
718,Cactaceae,Guillame,Hylocereus trigor,Hylocereus trigor,MICROP,White fleshed pitahaya wild relative 1,Wild,Woody,Hernandez-Hernandez et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
666,Cactaceae,Guillame,Hylocereus undatus ,Hylocereus undatus ,MICROP,Dragon fruit,Cultivated,Woody,Arrias et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
717,Cactaceae,Guillame,Hylocereus undatus ,Hylocereus undatus ,MICROP,White fleshed pitahaya ,Cultivated,Woody,Hernandez-Hernandez et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1297,Fabaceae,Guillame,Hymenostegia brachyura ,Hymenostegia brachyura ,MICROP,Tamarind wild relative 1,Wild,Woody,Bruneau et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1754,Lamiaceae,Guillame,Hyptis irwinii,Hyptis irwinii,MICROP,Pignut wild relative 1,Wild,Herbaceous,Pastore et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1753,Lamiaceae,Guillame,Hyptis sauveolens ,Hyptis sauveolens ,MICROP,Pignut,Cultivated,Herbaceous,Pastore et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1755,Lamiaceae,Guillame,Hyptis tafallae,Hyptis tafallae,MICROP,Pignut wild relative 2,Wild,Herbaceous,Pastore et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2541,Salicaceae,Guillame,Idesia polycarpa,Idesia polycarpa,MICROP,Ceylon gooseberry wild relative 2,Wild,Woody,Chen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2544,Salicaceae,Guillame,Idesia polycarpa,Idesia polycarpa,MICROP,Indian plum wild relative 2,Wild,Woody,Zhang et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2550,Salicaceae,Guillame,Idesia polycarpa,Idesia polycarpa,MICROP,Kei apple wild relative 2,Wild,Woody,Leskinen & Alstrom-Rapaport 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
315,Aquifoliaceae ,Guillame,Ilex discolor ,Ilex discolor ,MICROP,Yerba mate wild relative 2,Wild,Woody,Manen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
314,Aquifoliaceae ,Guillame,Ilex laurina ,Ilex laurina ,MICROP,Yerba mate wild relative 1,Wild,Woody,Manen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
313,Aquifoliaceae ,Guillame,Ilex paraguariensis ,Ilex paraguariensis ,MICROP,Yerba mate,Cultivated,Woody,Manen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2630,Schisandraceae,Guillame,Illicium arborescens ,Illicium arborescens ,MICROP,Star anise wild relative 1,Wild,Woody,Morris et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2631,Schisandraceae,Guillame,Illicium oligandrum,Illicium oligandrum,MICROP,Star anise wild relative 2,Wild,Woody,Morris et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2629,Schisandraceae,Guillame,Illicium verum,Illicium verum,MICROP,Star anise,Cultivated,Woody,Morris et al. 2007,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1126,Fabaceae,Guillame,Inga alba,Inga alba,MICROP,Pacay wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1129,Fabaceae,Guillame,Inga alba,Inga alba,MICROP,Guama wild relative 1,Wild,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1070,Fabaceae,Guillame,Inga edulis,Inga edulis,MICROP,Guama,Cultivated,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Lateral,Indeterminate,Continuous,Absent,2,1,Present,
1125,Fabaceae,Guillame,Inga feuillei,Inga feuillei,MICROP,Pacay,Cultivated,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1127,Fabaceae,Guillame,Inga heterophylla,Inga heterophylla,MICROP,Pacay wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1130,Fabaceae,Guillame,Inga heterophylla,Inga heterophylla,MICROP,Guama wild relative 2,Wild,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1128,Fabaceae,Guillame,Inga laurina,Inga laurina,MICROP,Guama,Cultivated,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1072,Fabaceae,Guillame,Inga sapindoides,Inga sapindoides,MICROP,Guama wild relative 2,wild,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1071,Fabaceae,Guillame,Inga setosa ,Inga setosa ,MICROP,Guama wild relative 1,wild,Woody,Nicholls et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1131,Fabaceae,Guillame,Inocarpus fagifer,Inocarpus fagifer,MICROP,Tahitian chestnut,Cultivated,Woody,Cardoso et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1132,Fabaceae,Guillame,Inocarpus papuanus ,Inocarpus papuanus ,MICROP,Tahitian chestnut wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
481,Asteraceae,Guillame,Inula racemosa ,Inula racemosa ,MICROP,Indian elecampane,Cultivated,Herbaceous,Abid & Qaiser 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
483,Asteraceae,Guillame,Inula royleana,Inula royleana,MICROP,Indian elecampane wild relative 2,Wild,Herbaceous,Abid & Qaiser 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
482,Asteraceae,Guillame,Inula stewartii,Inula stewartii,MICROP,Indian elecampane wild relative 1,Wild,Herbaceous,Abid & Qaiser 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
813,Convolvulaceae,Guillame,Ipomoea aquatica,Ipomoea aquatica,MICROP,Water spinach,Cultivated,Herbaceous,Miller et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
810,Convolvulaceae,Guillame,Ipomoea batatus ,Ipomoea batatus ,MICROP,Sweet potato,Cultivated,Herbaceous,Rajapaske et al. 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
814,Convolvulaceae,Guillame,Ipomoea diamantinensis,Ipomoea diamantinensis,MICROP,Water spinach wild relative 1,Wild,Herbaceous,Miller et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
816,Convolvulaceae,Guillame,Ipomoea eriocarpa,Ipomoea eriocarpa,MICROP,Eriocarpa,Cultivated,Herbaceous,Manos et al. 2001,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,48.07,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
815,Convolvulaceae,Guillame,Ipomoea graminea,Ipomoea graminea,MICROP,Water spinach wild relative 2,Wild,Herbaceous,Miller et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
818,Convolvulaceae,Guillame,Ipomoea ochracea,Ipomoea ochracea,MICROP,Eriocarpa wild relative 2,Wild,Herbaceous,Manos et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
817,Convolvulaceae,Guillame,Ipomoea plebeia,Ipomoea plebeia,MICROP,Eriocarpa wild relative 1,Wild,Herbaceous,Manos et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
811,Convolvulaceae,Guillame,Ipomoea tabascana ,Ipomoea tabascana ,MICROP,Sweet potato wild relative 1,Wild,Herbaceous,Rajapaske et al. 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
812,Convolvulaceae,Guillame,Ipomoea trifida,Ipomoea trifida,MICROP,Sweet potato wild relative 2,Wild,Herbaceous,Rajapaske et al. 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1692,Irvingiaceae,Guillame,Irvingia gabonensis,Irvingia gabonensis,MICROP,Dika,Cultivated,Woody,Byng et al. 2016,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1694,Irvingiaceae,Guillame,Irvingia malayana,Irvingia malayana,MICROP,Dika wild relative 2,Wild,Woody,Byng et al. 2016,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
637,Brassicaceae,Guillame,Isatis gaubae,Isatis gaubae,MICROP,Woad wild relative 2,Wild,Herbaceous,Moazzeri et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
638,Brassicaceae,Guillame,Isatis leuconeura,Isatis leuconeura,MICROP,Woad wild relative 3,Wild,Herbaceous,Moazzeri et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
635,Brassicaceae,Guillame,Isatis tinctoria ,Isatis tinctoria ,MICROP,Woad,Cultivated,Herbaceous,Moazzeri et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
636,Brassicaceae,Guillame,Isatis tinctoria subsp. athoa,Isatis tinctoria subsp. athoa,MICROP,Woad wild relative 1,Wild,Herbaceous,Moazzeri et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
476,Asteraceae,Guillame,Ismelia carinata ,Ismelia carinata ,MICROP,Garland chrysanthemum wild relative 1,Wild,Herbaceous,Zhao et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
479,Asteraceae,Guillame,Ismelia carinata ,Ismelia carinata ,MICROP,Corn marigold wild relative 1,Wild,Herbaceous,Zhao et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
517,Asteraceae,Guillame,Iva annua ,Iva annua ,MICROP,Sumpweed,Cultivated,Herbaceous,Miao et al. 1995,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
519,Asteraceae,Guillame,Iva axillaris,Iva axillaris,MICROP,Sumpweed wild relative 2,Wild,Herbaceous,Miao et al. 1995,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
518,Asteraceae,Guillame,Iva hayesiana ,Iva hayesiana ,MICROP,Sumpweed wild relative 1,Wild,Herbaceous,Miao et al. 1995,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2704,Solanaceae,Guillame,Jaltomata bohsiana ,Jaltomata bohsiana ,MICROP,Creeping false holly wild relative 1 ,Wild,Herbaceous,Miller et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2705,Solanaceae,Guillame,Jaltomata grandifolia ,Jaltomata grandifolia ,MICROP,Creeping false holly wild relative 2,Wild,Herbaceous,Miller et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2703,Solanaceae,Guillame,Jaltomata procumbens,Jaltomata procumbens,MICROP,Creeping false holly ,Cultivated,Herbaceous,Miller et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
757,Caricaceae,Guillame,Jarilla chocola,Jarilla chocola,MICROP,Papaya wild relative 1,Wild,Woody,Carvalho & Renner 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
306,Apocynaceae,Guillame,Jasminanthes maingayi,Jasminanthes maingayi,MICROP,Gymnema wild relative 2,Wild,Woody,Rodda et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2097,Oleaceae,Guillame,Jasminum azoricum,Jasminum azoricum,MICROP,Jasmine wild relative 1,Wild,Woody,Jeyarani et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2098,Oleaceae,Guillame,Jasminum brevilobum,Jasminum brevilobum,MICROP,Jasmine wild relative 2,Wild,Woody,Jeyarani et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2096,Oleaceae,Guillame,Jasminum sambac ,Jasminum sambac ,MICROP,Jasmine,Cultivated,Woody,Jeyarani et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1010,Euphorbiaceae,Guillame,Jatropha curcas ,Jatropha curcas ,MICROP,Physic nut ,Cultivated,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1014,Euphorbiaceae,Guillame,Jatropha macrorhiza,Jatropha macrorhiza,MICROP,Coral plant wild relative 1,Wild,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1015,Euphorbiaceae,Guillame,Jatropha martiusii,Jatropha martiusii,MICROP,Coral plant wild relative 2,Wild,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1013,Euphorbiaceae,Guillame,Jatropha multifida ,Jatropha multifida ,MICROP,Coral plant,Cultivated,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1011,Euphorbiaceae,Guillame,Jatropha pseudocurcas,Jatropha pseudocurcas,MICROP,Physic nut wild relative 1,Wild,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1012,Euphorbiaceae,Guillame,Jatropha yuctanensis ,Jatropha yuctanensis ,MICROP,Physic nut wild relative 2,Wild,Woody,Dehgan & Schutzman 1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1704,Juglandaceae,Guillame,Juglans ailanthifolia ,Juglans ailanthifolia ,MICROP,Japanese walnut,Cultivated,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1712,Juglandaceae,Guillame,Juglans californica,Juglans californica,MICROP,Black walnut wild relative 2,Wild,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1720,Juglandaceae,Guillame,Juglans californica,Juglans californica,MICROP,Northern California walnut wild relative 1,Wild,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1705,Juglandaceae,Guillame,Juglans cathayensis,Juglans cathayensis,MICROP,Japanese walnut wild relative 1,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1719,Juglandaceae,Guillame,Juglans hindsii ,Juglans hindsii ,MICROP,Northern California walnut,Cultivated,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1713,Juglandaceae,Guillame,Juglans honorei ,Juglans honorei ,MICROP,Honorei ,Cultivated,Woody,Campbell et al. 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1697,Juglandaceae,Guillame,Juglans hopiensis,Juglans hopiensis,MICROP,Walnut wild relative 2,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1706,Juglandaceae,Guillame,Juglans hopiensis,Juglans hopiensis,MICROP,Japanese walnut wild relative 2,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1711,Juglandaceae,Guillame,Juglans major,Juglans major,MICROP,Black walnut wild relative 1,Wild,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1721,Juglandaceae,Guillame,Juglans major,Juglans major,MICROP,Northern California walnut wild relative 2,Wild,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1708,Juglandaceae,Guillame,Juglans microcarpa,Juglans microcarpa,MICROP,Mollis wild relative 1,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1715,Juglandaceae,Guillame,Juglans microcarpa,Juglans microcarpa,MICROP,Honorei wild relative 2,Wild,Woody,Campbell et al. 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1707,Juglandaceae,Guillame,Juglans mollis ,Juglans mollis ,MICROP,Mollis ,Cultivated,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1710,Juglandaceae,Guillame,Juglans nigra ,Juglans nigra ,MICROP,Black walnut,Cultivated,Woody,Stanford et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1709,Juglandaceae,Guillame,Juglans olanchana,Juglans olanchana,MICROP,Mollis wild relative 2,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1714,Juglandaceae,Guillame,Juglans olanchana,Juglans olanchana,MICROP,Honorei wild relative 1,Wild,Woody,Campbell et al. 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1695,Juglandaceae,Guillame,Juglans regia,Juglans regia,MICROP,Walnut,Cultivated,Woody,Aradhya et al. 2007,,3,Groot,,,,,,,,,,,,,,,,,,,,0.28299058,,,92,,,,,,,,,,,,4.7,,,,,,,,,,,,,,NA,,
1696,Juglandaceae,Guillame,Juglans sigillata,Juglans sigillata,MICROP,Walnut wild relative 1,Wild,Woody,Aradhya et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
